Name,RAdeg,DEdeg,Memb,Disk,Acc,K2var,umag,gmag,rmag,imag,Hamag,SpT,Avmag,Lbol,Mstar,Rstar,logAge,logMacc,DlogMacc+,DlogMacc-,Age_linear,Macc_linear,logMstar,c_value
05353528-0521271,83.89704132080078,-5.357541084289551,,,,,,,,,,,0.5619999766349792,0.2890680050579291,0.5509999990463257,1.2403182112789235,7.243682784292302,-8.127261188300212,,,17525999.06921388,7.459999729064745e-09,-0.2588484018998946,-4.855060243347575
05350370-0450530,83.76545715332031,-4.848080158233643,,,,,,,,,,,2.345999956130981,1.088930094529033,0.4740000069141388,2.4022210179792536,5.708420881087503,-7.75671384001205,,,510999.9775886536,1.7510000560605493e-08,-0.32422165199095226,-5.0413865606153525
05455738+0020222,86.48909759521484,0.3395020067691803,,,,,,,,,,,2.5339999198913574,1.0115794539995848,0.5419999957084656,2.2024339114894533,5.835690573004015,-7.933674071814232,,,685000.0023841865,1.1650000075746897e-08,-0.2660007169003395,-5.232194876294287
05342572-0456554,83.6072006225586,-4.948729038238525,,,,,,,,,,,1.366000056266785,0.7550922252818875,0.746999979019165,1.7309993884617083,6.276461800886137,-8.894149335025721,,,1889999.9856948862,1.2759999723499513e-09,-0.12667941038254096,-6.169806667395278
05352157-0509497,83.83990478515625,-5.163815975189209,,,,,,,,,,,0.7680000066757202,0.1475706633732265,0.3429999947547912,1.0687910770592994,6.558828530993614,-9.18118049896148,,,3621000.051498411,6.588999901246947e-10,-0.46470588659852763,-5.956568308409247
05373003-0048520,84.37516021728516,-0.8144659996032715,,,,,,,,,,,0.6859999895095825,0.6039486338523744,0.5960000157356262,1.7051073011267044,6.193124582424635,-8.212822996782243,,,1559999.9427795417,6.126000151596133e-09,-0.22475372879349587,-5.4112755142419005
05391151-0231065,84.79798126220703,-2.518485069274902,,,,,,,,,,,0.7990000247955322,0.5236004506705887,0.4970000088214874,1.709531370240197,6.115610494218627,-8.893129449746455,,,1304999.9475479121,1.2790000170070903e-09,-0.3036436035581703,-6.033787212592644
05360729-0542216,84.0303955078125,-5.706016063690186,,,,,,,,,,,0.4490000009536743,0.9418895953594166,0.7360000014305115,1.9090997423841904,6.135132654411027,-8.242755860265696,,,1365000.009536742,5.7179998513845434e-09,-0.1331221848183935,-5.569193598310987
05355225-0443048,83.96772766113281,-4.718019008636475,,,,,,,,,,,0.3549999892711639,0.5164163687050675,0.6190000176429749,1.5751230833224104,6.316389756670161,-8.233438431236948,,,2072000.0267028795,5.84200021691571e-09,-0.2083093386014547,-5.399904286689898
05393938-0217045,84.9140853881836,-2.284590005874634,,,,,,,,,,,1.6460000276565552,0.8770008210834529,0.6000000238418579,1.9934004699126804,5.992111484834578,-8.61154353502085,,,981999.9933242791,2.4460000691561837e-09,-0.2218487323590445,-5.895937790744183
05400889-0233336,85.03704071044922,-2.559356927871704,,,,,,,,,,,1.8329999446868896,1.0495424279681125,0.5429999828338623,2.2360777593536163,5.818225888578387,-7.540607503093956,,,657999.992370605,2.8800000606565875e-08,-0.2652001841407276,-4.847218195148546
05360665-0614259,84.0277328491211,-6.240539073944092,,,,,,,,,,,0.395000010728836,0.66069343712639,0.5559999942779541,1.816243561148404,6.08134729715783,-8.365623523688457,,,1205999.9704360953,4.308999823621204e-09,-0.2549252128874623,-5.575738317515082
05402461-0152309,85.10254669189453,-1.875272989273071,,,,,,,,,,,1.2230000495910645,0.440554857218313,0.5350000262260437,1.544450394087726,6.27783833933701,-8.664141106147186,,,1896000.027656555,2.166999912844859e-09,-0.27164619668937756,-5.774470717927661
05392927+0003390,84.87198638916016,0.0608520060777664,,,,,,,,,,,1.2619999647140503,0.6823387040682957,0.7829999923706055,1.630668248615843,6.3762118541144055,-8.99524886570543,,,2378000.020980834,1.010999950423753e-09,-0.10623824217373472,-6.253129554147424
05351632-0515380,83.81803131103516,-5.26055908203125,,,,,,,,,,,3.9159998893737793,1.0990058422983442,0.593999981880188,2.2040062341844706,5.866877815181606,-8.435097323051078,,,736000.0014305111,3.672000037369116e-09,-0.2262135682668443,-5.766016525107961
05352169-0534468,83.84040069580078,-5.579677104949951,,,,,,,,,,,0.0599999986588954,0.8892011198105596,0.481000006198883,2.184017374577201,5.812244689461358,-7.31821624575461,,,648999.9890327451,4.805999864743175e-08,-0.3178549180292022,-4.567441250216375
05380674-0230227,84.5280990600586,-2.506324052810669,,,,,,,,,,,2.059999942779541,0.8609937569112761,0.5199999809265137,2.086849291561261,5.88479537501886,-8.514420531215615,,,767000.0195503228,3.0589999422403484e-09,-0.2839966722950278,-5.772300197737164
05355765-0557183,83.9902114868164,-5.955097198486328,,,,,,,,,,,0.460999995470047,0.3689775999880771,0.4720000028610229,1.489722520375693,6.272537783345733,-8.127028364335183,,,1873000.0257492065,7.464000084667086e-09,-0.32605799873344093,-5.177695470608193
05345651-0527510,83.7354736328125,-5.464185237884521,,,,,,,,,,,0.9739999771118164,0.30619634437764,0.4329999983310699,1.4074002208959508,6.314920068026575,-9.01623844182068,,,2065000.0572204634,9.63299995326851e-10,-0.36351210532055406,-6.00691302196903
05361584-0614507,84.06600189208984,-6.247425079345703,,,,,,,,,,,0.625,0.165958701676698,0.4099999964237213,1.0705939829903053,6.644340090935477,-8.585528058995846,,,4408999.919891362,2.596999948423217e-09,-0.38721614706845503,-5.413831398057724
05342978-0451477,83.62410736083984,-4.863253116607666,,,,,,,,,,,2.6470000743865967,0.2421029065343498,0.7089999914169312,1.0811442357716787,6.9200711370429175,-9.082757152829265,,,8319000.244140632,8.264999795670715e-10,-0.14935377007445033,-6.068044699022694
05352372-0448166,83.84884643554688,-4.80461597442627,,,,,,,,,,,0.6639999747276306,0.1315224885622526,0.2129999995231628,1.148338201595014,6.251151341317024,-8.537751795281114,,,1782999.9923706052,2.898999929001892e-09,-0.6716203975335053,-5.2044627813289805
05361847-0620387,84.07699584960938,-6.344091892242432,,,,,,,,,,,0.2540000081062317,0.3221068690490374,0.5059999823570251,1.3685337051043336,6.415140363979412,-8.927382503837954,,,2601000.0705718985,1.1820000533901996e-09,-0.295849498302981,-5.953756576056227
05351784-0444524,83.82437133789062,-4.747907161712646,,,,,,,,,,,0.7009999752044678,0.7112135105297984,0.6340000033378601,1.7887879639941926,6.155639632023192,-8.716472629324166,,,1430999.9942779553,1.9210000257174906e-09,-0.19791073983180954,-5.960844240358687
05350822-0537047,83.78424835205078,-5.617991924285889,,,,,,,,,,,2.674000024795532,0.8298507670588517,0.4370000064373016,2.205863644971468,5.783903565307936,-7.970210529250423,,,607999.9804496765,1.0709999997970957e-08,-0.3595185566321307,-5.183734324180745
05394017-0220480,84.91738891601562,-2.34667706489563,,,,,,,,,,,0.9240000247955322,0.9036494742183862,0.7730000019073486,1.843320393769002,6.205204356459935,-8.395449950671338,,,1603999.9723434458,4.023000155228827e-09,-0.11182050501006968,-5.717290357408933
05353560-0515432,83.89835357666016,-5.262008190155029,,,,,,,,,,,1.0420000553131104,0.605340882064942,0.4009999930858612,1.98188218741624,5.880813586831113,-8.259400500321428,,,759999.990463256,5.502999833595371e-09,-0.39685563486802805,-5.390647452668755
05380097-0226079,84.50405883789062,-2.435533046722412,,,,,,,,,,,0.5220000147819519,0.1581248042742671,0.3680000007152557,1.0817909467573783,6.575995615585437,-9.005814847591909,,,3766999.9599456824,9.867000549945696e-10,-0.43415218048237475,-5.808870735024194
05350460-0458289,83.76920318603516,-4.97471809387207,,,,,,,,,,,2.7330000400543213,0.2172701240887653,0.7559999823570251,0.990288101701292,7.10452124298104,-9.335734192121455,,,12720999.717712397,4.6160000821693504e-10,-0.12147821463404045,-6.27687293503598
05341262-0450247,83.55261993408203,-4.840205192565918,,,,,,,,,,,0.7760000228881836,2.202926436447525,0.8159999847412109,2.6765556181578085,5.764176110291466,-8.28827711718734,,,580999.9704360963,5.148999893123111e-09,-0.08830984936722704,-5.818153102906342
05353300-0443588,83.88751220703125,-4.73301887512207,,,,,,,,,,,1.1239999532699585,1.093956368298981,1.065999984741211,1.7593791972767208,6.4263485592005845,-8.42782566078349,,,2668999.910354612,3.734000220134699e-09,0.027757198474035693,-5.817386589111747
05332136-0521347,83.33903503417969,-5.359641075134277,,,,,,,,,,,2.976999998092652,1.8030177913403385,0.6570000052452087,2.639621387161264,5.69460520311716,-7.993962047109528,,,495000.00476837176,1.0139999950808939e-08,-0.1824346269729967,-5.445462487045303
05333982-0038541,83.41593170166016,-0.6483780145645142,,,,,,,,,,,0.163000002503395,0.440554857218313,0.7519999742507935,1.378091055066432,6.596047000196317,-9.240181123574663,,,3944999.933242795,5.751999987424517e-10,-0.12378217427902066,-6.387744131860937
05343371-0540227,83.64049530029297,-5.672987937927246,,,,,,,,,,,1.7929999828338623,0.2697739396900861,0.2360000014305114,1.5915528648716724,5.950851462135163,-8.604673609802896,,,893000.0066757209,2.4849999835652203e-09,-0.6270879943974222,-5.445456472042284
05351885-0444100,83.82855224609375,-4.736125946044922,,,,,,,,,,,1.1349999904632568,0.1761976013523838,0.1509999930858612,1.4581697454211937,5.7058637261441225,-8.90868483562768,,,508000.0162124633,1.2340000132837744e-09,-0.8210230725927404,-5.62976987865975
05350585-0448432,83.77438354492188,-4.812009811401367,,,,,,,,,,,1.625,0.4753352108077584,0.6480000019073486,1.496821046428755,6.4087486000435225,-8.631713120463003,,,2562999.9637603755,2.334999971154165e-09,-0.18842499285108724,-5.782808134350927
05350801-0532442,83.78340911865234,-5.545637130737305,,,,,,,,,,,1.9040000438690183,0.6180163911475471,0.6309999823570251,1.6888408422055468,6.231979019305455,-8.238448008898754,,,1705999.970436097,5.775000033736433e-09,-0.19997065289888744,-5.449093945300454
05303164+0203051,82.63187408447266,2.051433086395264,,,,,,,,,,,0.8149999976158142,0.4549880521571232,0.6179999709129333,1.4923759537750605,6.390581868777376,-8.47340228938264,,,2457999.9446868896,3.3620000117195964e-09,-0.20901154535188454,-5.608568352556192
05350052-0601235,83.75218200683594,-6.023196220397949,,,,,,,,,,,0.6370000243186951,0.1603245329079671,0.4129999876022339,1.0500747331903262,6.673205271934466,-8.635449010367955,,,4711999.893188477,2.314999969499358e-09,-0.38404996138060016,-5.4554838828199985
05352791-0614150,83.86630249023438,-6.237517833709717,,,,,,,,,,,2.187999963760376,0.5069907235827052,0.6620000004768372,1.5276305465434208,6.389874557715883,-8.75325528166053,,,2453999.9961853046,1.7650000350144524e-09,-0.1791420102474787,-5.922660311960035
05384027-0230185,84.66780853271484,-2.505151033401489,,,,,,,,,,,0.7770000100135803,0.7691304401810505,0.492000013589859,2.031363724834181,5.900913069818953,-8.673050006238608,,,796000.0038146981,2.122999998022126e-09,-0.3080348852367033,-5.896982803268763
05392935-0227209,84.87229919433594,-2.455828905105591,,,,,,,,,,,1.0509999990463257,0.2032357142591357,0.3089999854564667,1.2899174013140535,6.302114401744759,-8.121938023637634,,,2005000.114440919,7.551999914312548e-09,-0.5100415410158657,-4.951339413429704
05354764-0537388,83.94853973388672,-5.627448081970215,,,,,,,,,,,1.7450000047683716,0.215278175599735,0.2259999960660934,1.4406305873872145,6.043362285517518,-8.036684494653105,,,1105000.0190734856,9.189999872205606e-09,-0.6458915684122183,-4.8180633317721595
05333148-0609541,83.3812026977539,-6.165049076080322,,,,,,,,,,,1.8559999465942385,0.3118889710797116,0.2689999938011169,1.648545336830114,5.965671982874396,-8.76245627056823,,,924000.0247955328,1.7279999653396763e-09,-0.5702477300055503,-5.6617478765949
05354986-0446323,83.95775604248047,-4.775649070739746,,,,,,,,,,,1.6150000095367432,0.3090295500373891,0.2989999949932098,1.5931898025894635,6.037027874431205,-8.56145765041053,,,1088999.98664856,2.745000005077711e-09,-0.5243288189478826,-5.483602652157781
05382725-0245096,84.61357116699219,-2.752691984176636,,,,,,,,,,,0.8930000066757202,0.5152286592899432,0.4950000047683716,1.7002708763500871,6.12221589390209,-8.18144421405712,,,1325000.0476837147,6.585000100756146e-09,-0.30539479688284044,-5.317396062957743
05274199-0144217,81.92498779296875,-1.739374995231628,,,,,,,,,,,0.6309999823570251,0.6652731545582466,0.8190000057220459,1.5870504211466985,6.43456890860231,-8.596879481006205,,,2720000.028610227,2.5299999872885374e-09,-0.08671609520532884,-5.852956413034701
05390297-0241272,84.76240539550781,-2.69088888168335,,,,,,,,,,,1.7130000591278076,0.3935500743755237,0.4149999916553497,1.60488188273094,6.132899782754034,-8.454692875074207,,,1358000.0400543215,3.5100000683740965e-09,-0.38195191202052325,-5.499241503121404
05322569-0157112,83.10706329345703,-1.953122019767761,,,,,,,,,,,0.828000009059906,0.3396252634544974,0.7419999837875366,1.238387406747432,6.745699214105831,-9.238748941558296,,,5567999.839782712,5.770999789156394e-10,-0.12959610421016896,-6.318179442294584
05341138-0451229,83.54745483398438,-4.856381893157959,,,,,,,,,,,0.781000018119812,0.3118889710797116,0.4199999868869781,1.434239135651523,6.276001992594521,-7.916139194999492,,,1888000.0114440904,1.2130000115462272e-08,-0.37675072316141656,-4.90776735703167
05355077-0516291,83.96155548095703,-5.274771213531494,,,,,,,,,,,0.8510000109672546,0.9705099666461012,0.7519999742507935,1.919396016341423,6.137670545381503,-8.782252925848734,,,1373000.0257492068,1.651000003377587e-09,-0.12378217427902066,-6.11826266776427
05342949-0513551,83.62287902832031,-5.231997966766357,,,,,,,,,,,3.5209999084472656,0.5597575962710917,0.6959999799728394,1.5663103046962936,6.381656481209789,-8.244353764921955,,,2407999.992370607,5.697000204918367e-09,-0.15739077288611245,-5.441858731836129
05382750-0235041,84.61461639404297,-2.584495067596436,,,,,,,,,,,0.8159999847412109,0.2133044894410624,0.3490000069141388,1.271948080426035,6.3500541094875125,-9.128543813380135,,,2239000.082015991,7.438000215742609e-10,-0.45717456443688803,-5.998322223867468
05350900-0427510,83.78753662109375,-4.464187145233154,,,,,,,,,,,0.6269999742507935,1.849268575324059,1.2869999408721924,2.082068947284517,6.316180119692222,-8.35812947138165,,,2071000.0991821296,4.3839998298267404e-09,0.10957852695187607,-5.885976527604843
05244103+0154386,81.1709976196289,1.910727024078369,,,,,,,,,,,0.5559999942779541,0.207014127605733,0.597000002861023,1.0627930977084887,6.8498492042668335,-8.960982677327676,,,7077000.141143795,1.0940000017001218e-09,-0.22402566678934704,-5.890271470924499
05362611-0608038,84.10881042480469,-6.13438892364502,,,,,,,,,,,2.4590001106262207,1.2161860031500955,0.4779999852180481,2.513705375762641,5.664641987210414,-7.744004258737754,,,462000.01239776635,1.8030000603630486e-08,-0.3205721168182582,-5.050823137379281
05352673-0516451,83.86138916015625,-5.279198169708252,,,,,,,,,,,0.7850000262260437,0.1644371800849339,0.2899999916553497,1.1840746294223052,6.355259911741839,-9.017683530532764,,,2266000.032424927,9.600999995029666e-10,-0.5376020145977185,-5.793912035309763
05360508-0629321,84.02118682861328,-6.492268085479736,,,,,,,,,,,-0.5429999828338623,0.2716439364280255,0.8159999847412109,1.0628197885110768,7.038421453224619,-9.580539926153143,,,10925000.190734858,2.6270000064165805e-10,-0.08830984936722704,-6.586550931034367
05344753-0557569,83.69805908203125,-5.965806007385254,,,,,,,,,,,0.7519999742507935,1.38038426649739,0.6399999856948853,2.366009228053765,5.808885863179469,-7.395990050854232,,,643999.9938011168,4.0180001548151254e-08,-0.19382003572335105,-4.787567603147394
05292326-0125153,82.346923828125,-1.420920014381409,,,,,,,,,,,0.221000000834465,0.3191537914671736,0.550000011920929,1.326494081952554,6.498172650903617,-8.349109920681045,,,3148999.929428098,4.476000015074541e-09,-0.25963730109267685,-5.38250486205008
05345044-0520203,83.71017456054688,-5.338985919952393,,,,,,,,,,,1.9429999589920044,0.6382634967023475,0.5130000114440918,1.8432376743455412,6.033825682075937,-8.018271986981416,,,1080999.9704360967,9.587999727500585e-09,-0.2898826251998682,-5.20819296533745
05343395-0534512,83.64149475097656,-5.580898761749268,,,,,,,,,,,2.4189999103546143,0.847227420187028,0.5350000262260437,2.049974533744834,5.915399842509408,-8.560036077167139,,,823000.0138282776,2.7539999170045377e-09,-0.27164619668937756,-5.819370617432117
05351852-0513383,83.8271713256836,-5.227320194244385,,,,,,,,,,,5.132999897003174,2.21819634795336,0.460999995470047,3.3559440899478057,5.143014795784575,-7.202109511723921,,,138999.99856948844,6.279000075437585e-08,-0.3362990788778868,-4.705504172560568
05353217-0511579,83.88407135009766,-5.199440956115723,,,,,,,,,,,2.2790000438690186,0.3372873064369048,0.2790000140666961,1.6952320880330616,5.95036486389473,-8.672845469817474,,,892000.0195503241,2.1240000869227085e-09,-0.5543957748300284,-5.596446623186445
05342792-0526346,83.61637115478516,-5.442958831787109,,,,,,,,,,,0.7549999952316284,0.4045758854785392,0.6629999876022339,1.3873581818131304,6.527114103518717,-8.977984242581815,,,3365999.937057498,1.0520000426339495e-09,-0.17848647971631504,-6.091712690881289
05355018-0521169,83.9591064453125,-5.354715824127197,,,,,,,,,,,0.9919999837875366,0.1541700535892966,0.289000004529953,1.148520482022856,6.390051482962433,-8.478338989569718,,,2454999.9237060547,3.3239999641665413e-09,-0.5391021504360696,-5.2385590817502345
05363616-0555288,84.15068817138672,-5.924681186676025,,,,,,,,,,,1.8229999542236328,0.9204495750376704,0.550000011920929,2.10118850518623,5.894316051326309,-8.15701651609345,,,783999.9794960022,6.966000221098057e-09,-0.25963730109267685,-5.438667672578923
05355433-0526444,83.97639465332031,-5.445690155029297,,,,,,,,,,,0.3129999935626983,0.4528975677206877,0.527999997138977,1.5699544360917126,6.249931755935361,-8.729321179628174,,,1777999.9971389752,1.8649999322661857e-09,-0.2773660798194576,-5.844622760147236
05371885-0020416,84.32854461669922,-0.3449060022830963,,,,,,,,,,,0.6430000066757202,0.9462371609112616,1.0829999446868896,1.6359685411268188,6.540454608182483,-8.677160728063871,,,3470999.9561309787,2.1029999963673167e-09,0.03462843444417612,-6.027620118861723
05215426-0217257,80.47611236572266,-2.290472984313965,,,,,,,,,,,2.200000047683716,0.9078205313618252,0.9120000004768372,1.732338837448053,6.370883012545928,-8.494714338123492,,,2348999.9771118173,3.2009999095805576e-09,-0.04000516144451392,-5.830062924926313
05344907-0526266,83.7044906616211,-5.440728187561035,,,,,,,,,,,1.3769999742507937,0.1510080223800351,0.3100000023841858,1.1149830144402886,6.464936437356967,-8.341606988608136,,,2917000.0553131127,4.5539998438926e-09,-0.5086383028256024,-5.1056641848014
05413275-0157574,85.386474609375,-1.965950965881348,,,,,,,,,,,0.6629999876022339,0.3126079401446998,0.4979999959468841,1.3568702822104604,6.4207806179767415,-8.943476273852971,,,2634999.9904632545,1.1390000054234416e-09,-0.3027706607749127,-5.959665299420583
05352262-0514112,83.8442611694336,-5.236465930938721,,,,,,,,,,,2.996000051498413,1.104078623614534,0.4339999854564667,2.5108094566609664,5.651278027403377,-7.499489077907063,,,448000.0138282771,3.1660000843203366e-08,-0.36251028504089106,-4.764137351444148
05350873-0504407,83.78640747070312,-5.077994823455811,,,,,,,,,,,1.9900000095367432,0.3741106001840286,0.2269999980926513,1.888832899121465,5.637489714959109,-8.358030410347263,,,433999.98545646697,4.384999918727315e-09,-0.6439741464560007,-5.308449941390773
05340300-0536572,83.51251220703125,-5.61591100692749,,,,,,,,,,,1.838000059127808,3.1477482847245013,0.6940000057220459,3.362631672570861,5.465382845065577,-7.776763737103386,,,291999.99570846546,1.671999960706216e-08,-0.15864052596437714,-5.349544728262709
05350576-0533558,83.77400970458984,-5.56550407409668,,,,,,,,,,,2.046999931335449,0.5571857385318973,0.3050000071525574,2.0987854432324924,5.734799815859272,-7.7281583987844655,,,542999.9828338623,1.8699999770888095e-08,-0.515700150468571,-4.7843616455329805
05462243-0008526,86.59347534179688,-0.1479530036449432,,,,,,,,,,,2.382999897003174,1.4321879098877994,1.055999994277954,1.990095675417114,6.256236538027256,-8.231140009198445,,,1804000.0200271595,5.872999864209301e-09,0.0236639158445236,-5.685984807875126
05351809-0515461,83.82538604736328,-5.26281213760376,,,,,,,,,,,2.549999952316284,0.1954339494399487,0.3569999933242798,1.210762963267524,6.431041937967307,-9.185352947810578,,,2697999.9542236305,6.525999740603093e-10,-0.447331792008895,-6.033022607392268
05345737-0514334,83.73905944824219,-5.242637157440186,,,,,,,,,,,4.478000164031982,0.2517677060445444,0.367000013589859,1.355192136466162,6.296884463830406,-8.476123534609684,,,1980999.9465942373,3.340999921164206e-09,-0.43533391966616497,-5.392583889163847
05341954-0530198,83.58145141601562,-5.50551700592041,,,,,,,,,,,2.2709999084472656,2.1478304116374947,1.1390000581741333,2.333266147648404,6.100715099382633,-7.815024798562761,,,1261000.0371932988,1.531000037857666e-08,0.05652374626057924,-5.371154028632422
05352016-0526390,83.83402252197266,-5.444180965423584,,,,,,,,,,,1.2419999837875366,3.026913471305821,0.6729999780654907,3.3356317179731576,5.463893001795459,-7.20859008581244,,,291000.0085830689,6.185999978924886e-08,-0.17198494993060934,-4.766816991445989
05365983-0120245,84.24929809570312,-1.340147018432617,,,,,,,,,,,1.3300000429153442,0.2233572105116833,0.2689999938011169,1.4017627911871196,6.13703747110277,-8.480040829914183,,,1371000.0514984136,3.3109999186820055e-09,-0.5702477300055503,-5.3088810282077326
05350392-0529033,83.76634216308594,-5.484264850616455,,,,,,,,,,,1.218000054359436,1.0690548771685473,0.4760000109672546,2.3787814662462625,5.719331277893997,-8.055714760918761,,,523999.9890327452,8.796000372512937e-09,-0.3223930372731663,-5.337980332393804
05351121-0517209,83.79673767089844,-5.289146900177002,,,,,,,,,,,4.4710001945495605,0.7925013240632388,0.453000009059906,2.1276071936599155,5.829303780500942,-7.540004734768644,,,675000.0119209292,2.8840000609875457e-08,-0.34390178930136867,-4.752612907103597
05354311-0424556,83.92963409423828,-4.415471076965332,,,,,,,,,,,0.1899999976158142,1.039920168041275,0.5609999895095825,2.199188200037405,5.848189106710446,-8.373967743613518,,,704999.983310699,4.227000083290024e-09,-0.2510371468649268,-5.684357002923505
05351236-0543184,83.801513671875,-5.721799850463867,,,,,,,,,,,0.7599999904632568,0.984011105271576,0.6499999761581421,2.0334460908124785,5.999565493822948,-8.46673648683237,,,999000.0128746032,3.4139999716131772e-09,-0.18708665928697138,-5.7875750527702206
